"구분별","분류별","제외별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"대전/충남/충북","응답자","음성통화 제외","평균","분","","68.8","","","","","","","","","",
"대전/충청/세종","전체","음성통화 제외","사례수","명","","","","","798","783","","","","","",
"대전/충청/세종","전체","음성통화 제외","1시간 미만","%","","","","","55.4","45","","","","","",
"대전/충청/세종","전체","음성통화 제외","1-2시간 미만","%","","","","","27","31.1","","","","","",
"대전/충청/세종","전체","음성통화 제외","2-3시간 미만","%","","","","","7.7","9.5","","","","","",
"대전/충청/세종","전체","음성통화 제외","3-4시간 미만","%","","","","","3.9","8.7","","","","","",
"대전/충청/세종","전체","음성통화 제외","4시간이상","%","","","","","6","5.6","","","","","",
"대전/충청/세종","전체","음성통화 제외","평균","분","","","","","59.7","70","","","","","",
"대전/충청/세종","응답자","음성통화 제외","사례수","명","","","417","432","588","643","673","679","613","607","685",
"대전/충청/세종","응답자","음성통화 제외","30분 미만","%","","","14.4","","","","","","","","",
"대전/충청/세종","응답자","음성통화 제외","1시간 미만","%","","","","36.4","39.6","33.1","36.4","33.8","33.8","26.5","33",
"대전/충청/세종","응답자","음성통화 제외","30분-1시간 미만","%","","","30.6","","","","","","","","",
"대전/충청/세종","응답자","음성통화 제외","1-2시간 미만","%","","","44.5","32.3","36.6","37.8","29","28.9","24.1","28.4","18.4",
"대전/충청/세종","응답자","음성통화 제외","2-3시간 미만","%","","","10.5","15.7","10.5","11.6","15.2","20.4","13","16.8","14.8",
"대전/충청/세종","응답자","음성통화 제외","3-4시간 미만","%","","","","6.1","5.2","10.6","8.2","10.1","12.7","9.9","16.1",
"대전/충청/세종","응답자","음성통화 제외","4시간이상","%","","","","9.5","8.1","6.9","11.2","6.9","16.5","18.4","17.7",
"대전/충청/세종","응답자","음성통화 제외","평균","분","","","73.3","89.8","80.9","85.2","95.2","89.8","113","116.1","120.1",
"광주/전라","전체","음성통화 제외","사례수","명","","","","","756","","","","","","",
"광주/전라","전체","음성통화 제외","1시간 미만","%","","","","","56.6","","","","","","",
"광주/전라","전체","음성통화 제외","1-2시간 미만","%","","","","","20.5","","","","","","",
"광주/전라","전체","음성통화 제외","2-3시간 미만","%","","","","","13.5","","","","","","",
"광주/전라","전체","음성통화 제외","3-4시간 미만","%","","","","","3.1","","","","","","",
"광주/전라","전체","음성통화 제외","4시간이상","%","","","","","6.4","","","","","","",
"광주/전라","전체","음성통화 제외","평균","분","","","","","61","","","","","","",
"광주/전라","응답자","음성통화 제외","사례수","명","","","364","431","540","","","","","","",
"광주/전라","응답자","음성통화 제외","30분 미만","%","","","15.7","","","","","","","","",
"광주/전라","응답자","음성통화 제외","1시간 미만","%","","","","32.7","39.2","","","","","","",
"광주/전라","응답자","음성통화 제외","30분-1시간 미만","%","","","18","","","","","","","","",
"광주/전라","응답자","음성통화 제외","1-2시간 미만","%","","","44.7","30.6","28.7","","","","","","",
"광주/전라","응답자","음성통화 제외","2-3시간 미만","%","","","21.6","16.7","18.9","","","","","","",
"광주/전라","응답자","음성통화 제외","3-4시간 미만","%","","","","9.7","4.3","","","","","","",
"광주/전라","응답자","음성통화 제외","4시간이상","%","","","","10.2","9","","","","","","",
"광주/전라","응답자","음성통화 제외","평균","분","","","112.5","105.3","85.5","","","","","","",
"광주/전라","응답자","음성통화/문자 제외","사례수","명","152","","","","","","","","","","",
"광주/전라","응답자","음성통화/문자 제외","30분 미만","%","30.1","","","","","","","","","","",
"광주/전라","응답자","음성통화/문자 제외","30분-1시간 미만","%","22.9","","","","","","","","","","",
"광주/전라","응답자","음성통화/문자 제외","1-2시간 미만","%","28.4","","","","","","","","","","",
"광주/전라","응답자","음성통화/문자 제외","2시간 이상","%","18.6","","","","","","","","","","",
"광주/전라","응답자","음성통화/문자 제외","평균","분","73.9","","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","사례수","명","","330","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","30분 미만","%","","14.3","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","30분-1시간 미만","%","","21.1","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","1-2시간 미만","%","","33.4","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","2-3시간 미만","%","","12.7","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","3시간 이상","%","","18.5","","","","","","","","","",
"광주/전남/전북","응답자","음성통화 제외","평균","분","","95","","","","","","","","","",
"광주/전라/제주","전체","음성통화 제외","사례수","명","","","","","","836","","","","","",
"광주/전라/제주","전체","음성통화 제외","1시간 미만","%","","","","","","52","","","","","",
"광주/전라/제주","전체","음성통화 제외","1-2시간 미만","%","","","","","","23.2","","","","","",
"광주/전라/제주","전체","음성통화 제외","2-3시간 미만","%","","","","","","10.3","","","","","",
"광주/전라/제주","전체","음성통화 제외","3-4시간 미만","%","","","","","","7.6","","","","","",
"광주/전라/제주","전체","음성통화 제외","4시간이상","%","","","","","","6.9","","","","","",
"광주/전라/제주","전체","음성통화 제외","평균","분","","","","","","71.3","","","","","",
"광주/전라/제주","응답자","음성통화 제외","사례수","명","","","","","","630","666","663","621","598","649",
"광주/전라/제주","응답자","음성통화 제외","1시간 미만","%","","","","","","36.4","42","36.5","32.6","27.2","24.6",
"광주/전라/제주","응답자","음성통화 제외","1-2시간 미만","%","","","","","","30.8","24.7","26.7","27.2","24.9","22",
"광주/전라/제주","응답자","음성통화 제외","2-3시간 미만","%","","","","","","13.7","17.4","21.2","20.3","17.1","20.6",
"광주/전라/제주","응답자","음성통화 제외","3-4시간 미만","%","","","","","","10.1","7.8","7.7","11.6","14.1","13",
"광주/전라/제주","응답자","음성통화 제외","4시간이상","%","","","","","","9.1","8","7.9","8.2","16.8","19.8",
"광주/전라/제주","응답자","음성통화 제외","평균","분","","","","","","94.7","84.2","94.5","97.5","116.7","126.8",
"부산/울산/경남","전체","음성통화 제외","사례수","명","","","","","1173","1161","","","","","",
"부산/울산/경남","전체","음성통화 제외","1시간 미만","%","","","","","53","50.5","","","","","",
"부산/울산/경남","전체","음성통화 제외","1-2시간 미만","%","","","","","19.4","25.4","","","","","",
"부산/울산/경남","전체","음성통화 제외","2-3시간 미만","%","","","","","15.9","11.2","","","","","",
"부산/울산/경남","전체","음성통화 제외","3-4시간 미만","%","","","","","5.9","6.1","","","","","",
"부산/울산/경남","전체","음성통화 제외","4시간이상","%","","","","","5.8","6.8","","","","","",
"부산/울산/경남","전체","음성통화 제외","평균","분","","","","","66.6","70","","","","","",
"부산/울산/경남","응답자","음성통화 제외","사례수","명","","564","681","692","914","965","1023","995","871","843","951",
"부산/울산/경남","응답자","음성통화 제외","30분 미만","%","","18","13","","","","","","","","",
"부산/울산/경남","응답자","음성통화 제외","1시간 미만","%","","","","34.7","39.7","40.5","37.9","41.9","40.9","30.6","22.4",
"부산/울산/경남","응답자","음성통화 제외","30분-1시간 미만","%","","27.4","27.9","","","","","","","","",
"부산/울산/경남","응답자","음성통화 제외","1-2시간 미만","%","","36.9","50.9","38","24.9","30.6","32.3","27","25.2","22.9","30.2",
"부산/울산/경남","응답자","음성통화 제외","2-3시간 미만","%","","12.5","8.2","14.3","20.4","13.4","12.8","15.1","13.8","18.9","16.3",
"부산/울산/경남","응답자","음성통화 제외","3-4시간 미만","%","","","","7.5","7.5","7.3","8.7","10.6","7.9","11.6","13.8",
"부산/울산/경남","응답자","음성통화 제외","3시간 이상","%","","5.3","","","","","","","","","",
"부산/울산/경남","응답자","음성통화 제외","4시간이상","%","","","","5.5","7.5","8.2","8.4","5","12.1","16.1","17.2",
"부산/울산/경남","응답자","음성통화 제외","평균","분","","67.5","69.4","81.2","85.5","84.1","84.9","78.8","94.3","111.5","118.7",
"부산/울산/경남","응답자","음성통화/문자 제외","사례수","명","273","","","","","","","","","","",
"부산/울산/경남","응답자","음성통화/문자 제외","30분 미만","%","27.5","","","","","","","","","","",
"부산/울산/경남","응답자","음성통화/문자 제외","30분-1시간 미만","%","28","","","","","","","","","","",
"부산/울산/경남","응답자","음성통화/문자 제외","1-2시간 미만","%","20.5","","","","","","","","","","",
"부산/울산/경남","응답자","음성통화/문자 제외","2시간 이상","%","24","","","","","","","","","","",
"부산/울산/경남","응답자","음성통화/문자 제외","평균","분","67.9","","","","","","","","","","",
"대구/경북","전체","음성통화 제외","사례수","명","","","","","767","758","","","","","",
"대구/경북","전체","음성통화 제외","1시간 미만","%","","","","","58.2","52.3","","","","","",
"대구/경북","전체","음성통화 제외","1-2시간 미만","%","","","","","18.5","20.6","","","","","",
"대구/경북","전체","음성통화 제외","2-3시간 미만","%","","","","","9.6","12.1","","","","","",
"대구/경북","전체","음성통화 제외","3-4시간 미만","%","","","","","4.5","7.3","","","","","",
"대구/경북","전체","음성통화 제외","4시간이상","%","","","","","9.3","7.7","","","","","",
"대구/경북","전체","음성통화 제외","평균","분","","","","","71.2","73.6","","","","","",
"대구/경북","응답자","음성통화 제외","사례수","명","","329","453","471","554","588","604","625","557","543","617",
"대구/경북","응답자","음성통화 제외","30분 미만","%","","12.8","11.5","","","","","","","","",
"대구/경북","응답자","음성통화 제외","1시간 미만","%","","","","25.6","42.1","38.5","39","37.2","28.7","27.5","33.5",
"대구/경북","응답자","음성통화 제외","30분-1시간 미만","%","","16.1","25.5","","","","","","","","",
"대구/경북","응답자","음성통화 제외","1-2시간 미만","%","","40.8","55.5","31.2","25.6","26.5","32.1","27.6","32.8","26.6","28.2",
"대구/경북","응답자","음성통화 제외","2-3시간 미만","%","","14.7","7.5","25.8","13.3","15.6","16.7","14.6","13.8","18.8","16.2",
"대구/경북","응답자","음성통화 제외","3-4시간 미만","%","","","","8.1","6.2","9.4","5.4","8.6","11.9","11.5","8.4",
"대구/경북","응답자","음성통화 제외","3시간 이상","%","","15.6","","","","","","","","","",
"대구/경북","응답자","음성통화 제외","4시간이상","%","","","","9.4","12.8","10","6.8","12.2","12.7","15.7","13.7",
"대구/경북","응답자","음성통화 제외","평균","분","","94.2","78.4","105.3","98.6","94.9","82","97.5","103.7","111.5","102.2",
"대구/경북","응답자","음성통화/문자 제외","사례수","명","135","","","","","","","","","","",
"대구/경북","응답자","음성통화/문자 제외","30분 미만","%","13.2","","","","","","","","","","",
"대구/경북","응답자","음성통화/문자 제외","30분-1시간 미만","%","27.9","","","","","","","","","","",
"대구/경북","응답자","음성통화/문자 제외","1-2시간 미만","%","33.2","","","","","","","","","","",
"대구/경북","응답자","음성통화/문자 제외","2시간 이상","%","25.8","","","","","","","","","","",
"대구/경북","응답자","음성통화/문자 제외","평균","분","75.9","","","","","","","","","","",
"강원","전체","음성통화 제외","사례수","명","","","","","227","227","","","","","",
"강원","전체","음성통화 제외","1시간 미만","%","","","","","64.4","59.6","","","","","",
"강원","전체","음성통화 제외","1-2시간 미만","%","","","","","21.3","13.6","","","","","",
"강원","전체","음성통화 제외","2-3시간 미만","%","","","","","6.2","9.3","","","","","",
"강원","전체","음성통화 제외","3-4시간 미만","%","","","","","1.9","6.9","","","","","",
"강원","전체","음성통화 제외","4시간이상","%","","","","","6.1","10.6","","","","","",
"강원","전체","음성통화 제외","평균","분","","","","","53","79.6","","","","","",
"강원","응답자","음성통화 제외","사례수","명","","96","80","131","149","175","181","175","163","157","173",
"강원","응답자","음성통화 제외","30분 미만","%","","7.7","10.4","","","","","","","","",
"강원","응답자","음성통화 제외","1시간 미만","%","","","","45.6","45.8","47.5","40.1","35.2","33.8","46","33.5",
"강원","응답자","음성통화 제외","30분-1시간 미만","%","","12.8","14.6","","","","","","","","",
"강원","응답자","음성통화 제외","1-2시간 미만","%","","41.7","45.8","30.5","32.4","17.7","11","25.2","25.4","15.2","23.8",
"강원","응답자","음성통화 제외","2-3시간 미만","%","","11.5","29.2","8.6","9.5","12.1","16.3","9","18.5","9.9","16.7",
"강원","응답자","음성통화 제외","3-4시간 미만","%","","","","3.7","3","9","16.3","18.1","10.6","7.8","13.4",
"강원","응답자","음성통화 제외","3시간 이상","%","","26.3","","","","","","","","","",
"강원","응답자","음성통화 제외","4시간이상","%","","","","11.6","9.4","13.8","16.3","12.5","11.8","21.1","12.6",
"강원","응답자","음성통화 제외","평균","분","","140.5","140.5","93.4","80.8","103.3","110.8","100.8","99.1","103.4","102.9",
"강원","응답자","음성통화/문자 제외","사례수","명","50","","","","","","","","","","",
"강원","응답자","음성통화/문자 제외","30분 미만","%","9.2","","","","","","","","","","",
"강원","응답자","음성통화/문자 제외","30분-1시간 미만","%","16.3","","","","","","","","","","",
"강원","응답자","음성통화/문자 제외","1-2시간 미만","%","36","","","","","","","","","","",
"강원","응답자","음성통화/문자 제외","2시간 이상","%","38.4","","","","","","","","","","",
"강원","응답자","음성통화/문자 제외","평균","분","134.1","","","","","","","","","","",
"제주","전체","음성통화 제외","사례수","명","","","","","86","","","","","","",
"제주","전체","음성통화 제외","1시간 미만","%","","","","","47.9","","","","","","",
"제주","전체","음성통화 제외","1-2시간 미만","%","","","","","16.1","","","","","","",
"제주","전체","음성통화 제외","2-3시간 미만","%","","","","","18.3","","","","","","",
"제주","전체","음성통화 제외","3-4시간 미만","%","","","","","7.9","","","","","","",
"제주","전체","음성통화 제외","4시간이상","%","","","","","9.7","","","","","","",
"제주","전체","음성통화 제외","평균","분","","","","","86.8","","","","","","",
"제주","응답자","음성통화 제외","사례수","명","","32","44","50","65","","","","","","",
"제주","응답자","음성통화 제외","30분 미만","%","","28.4","18.7","","","","","","","","",
"제주","응답자","음성통화 제외","1시간 미만","%","","","","30","31.3","","","","","","",
"제주","응답자","음성통화 제외","30분-1시간 미만","%","","22.2","44.5","","","","","","","","",
"제주","응답자","음성통화 제외","1-2시간 미만","%","","16.3","30.3","40.8","21.3","","","","","","",
"제주","응답자","음성통화 제외","2-3시간 미만","%","","20.5","6.5","9.7","24.2","","","","","","",
"제주","응답자","음성통화 제외","3-4시간 미만","%","","","","5.5","10.5","","","","","","",
"제주","응답자","음성통화 제외","3시간 이상","%","","12.7","","","","","","","","","",
"제주","응답자","음성통화 제외","4시간이상","%","","","","14.1","12.8","","","","","","",
"제주","응답자","음성통화 제외","평균","분","","78.6","54.5","109.1","114.5","","","","","","",
"제주","응답자","음성통화/문자 제외","사례수","명","20","","","","","","","","","","",
"제주","응답자","음성통화/문자 제외","30분 미만","%","11.8","","","","","","","","","","",
"제주","응답자","음성통화/문자 제외","30분-1시간 미만","%","30.4","","","","","","","","","","",
"제주","응답자","음성통화/문자 제외","1-2시간 미만","%","10.8","","","","","","","","","","",
"제주","응답자","음성통화/문자 제외","2시간 이상","%","47","","","","","","","","","","",
"제주","응답자","음성통화/문자 제외","평균","분","117.4","","","","","","","","","","",
"사무직","전체","음성통화 제외","사례수","명","","","","","1546","1465","","","","","",
"사무직","전체","음성통화 제외","1시간 미만","%","","","","","31.1","29.2","","","","","",
"사무직","전체","음성통화 제외","1-2시간 미만","%","","","","","29.9","32.4","","","","","",
"사무직","전체","음성통화 제외","2-3시간 미만","%","","","","","20.5","17.7","","","","","",
"사무직","전체","음성통화 제외","3-4시간 미만","%","","","","","9.3","9.4","","","","","",
"사무직","전체","음성통화 제외","4시간이상","%","","","","","9.1","11.3","","","","","",
"사무직","전체","음성통화 제외","평균","분","","","","","101.1","101.7","","","","","",
"사무직","응답자","음성통화 제외","사례수","명","","1115","1263","1216","1495","1441","1537","1536","1330","1238","1501",
"사무직","응답자","음성통화 제외","30분 미만","%","","7.9","9.8","","","","","","","","",
"사무직","응답자","음성통화 제외","1시간 미만","%","","","","30","28.8","28","24.9","21.8","18.2","15","10.2",
"사무직","응답자","음성통화 제외","30분-1시간 미만","%","","18.6","23.8","","","","","","","","",
"사무직","응답자","음성통화 제외","1-2시간 미만","%","","32.1","53.4","34","30.9","32.9","34.4","35.6","36.2","29","29.5",
"사무직","응답자","음성통화 제외","2-3시간 미만","%","","19.5","13","18.3","21.3","18","22.5","23.5","21.1","25.7","22.4",
"사무직","응답자","음성통화 제외","3-4시간 미만","%","","","","9.3","9.6","9.6","9","10.4","13.3","15.3","17.1",
"사무직","응답자","음성통화 제외","3시간 이상","%","","21.8","","","","","","","","","",
"사무직","응답자","음성통화 제외","4시간이상","%","","","","8.4","9.4","11.5","9.1","9","11.2","15","20.9",
"사무직","응답자","음성통화 제외","평균","분","","114.7","85.6","97.8","104.6","103.4","99.5","105.9","116.5","126.4","146.2",
"사무직","응답자","음성통화/문자 제외","사례수","명","630","","","","","","","","","","",
"사무직","응답자","음성통화/문자 제외","30분 미만","%","19.9","","","","","","","","","","",
"사무직","응답자","음성통화/문자 제외","30분-1시간 미만","%","29.4","","","","","","","","","","",
"사무직","응답자","음성통화/문자 제외","1-2시간 미만","%","26.5","","","","","","","","","","",
"사무직","응답자","음성통화/문자 제외","2시간 이상","%","24.2","","","","","","","","","","",
"사무직","응답자","음성통화/문자 제외","평균","분","74.5","","","","","","","","","","",
"서비스/판매직","전체","음성통화 제외","사례수","명","","","","","1106","1221","","","","","",
"서비스/판매직","전체","음성통화 제외","1시간 미만","%","","","","","43.3","44.9","","","","","",
"서비스/판매직","전체","음성통화 제외","1-2시간 미만","%","","","","","27.9","24.5","","","","","",
"서비스/판매직","전체","음성통화 제외","2-3시간 미만","%","","","","","16.5","13.5","","","","","",
"서비스/판매직","전체","음성통화 제외","3-4시간 미만","%","","","","","4.3","7.4","","","","","",
"서비스/판매직","전체","음성통화 제외","4시간이상","%","","","","","8","9.7","","","","","",
"서비스/판매직","전체","음성통화 제외","평균","분","","","","","80.4","83.3","","","","","",
"서비스/판매직","응답자","음성통화 제외","사례수","명","","446","678","687","993","1099","1192","1312","1099","1102","1113",
"서비스/판매직","응답자","음성통화 제외","30분 미만","%","","17.1","13.3","","","","","","","","",
"서비스/판매직","응답자","음성통화 제외","1시간 미만","%","","","","35.4","36.8","38.7","36","37.8","35.1","29.5","22.4",
"서비스/판매직","응답자","음성통화 제외","30분-1시간 미만","%","","23.8","25.6","","","","","","","","",
"서비스/판매직","응답자","음성통화 제외","1-2시간 미만","%","","29.6","50.2","32.8","31.1","27.2","29.7","28.6","27.6","26.1","24.8",
"서비스/판매직","응답자","음성통화 제외","2-3시간 미만","%","","15.5","10.9","18.3","18.4","15.1","15.6","13.7","16.4","20.1","22.6",
"서비스/판매직","응답자","음성통화 제외","3-4시간 미만","%","","","","5.9","4.8","8.2","9.5","8","9.7","12.8","13.7",
"서비스/판매직","응답자","음성통화 제외","3시간 이상","%","","14","","","","","","","","","",
"서비스/판매직","응답자","음성통화 제외","4시간이상","%","","","","7.7","8.9","10.7","9.3","11.8","11.1","11.5","16.6",
"서비스/판매직","응답자","음성통화 제외","평균","분","","84.3","80.4","87.1","89.6","92.5","92.8","95.5","101","105.3","125.9",
"서비스/판매직","응답자","음성통화/문자 제외","사례수","명","259","","","","","","","","","","",
"서비스/판매직","응답자","음성통화/문자 제외","30분 미만","%","16.8","","","","","","","","","","",
"서비스/판매직","응답자","음성통화/문자 제외","30분-1시간 미만","%","24","","","","","","","","","","",
"서비스/판매직","응답자","음성통화/문자 제외","1-2시간 미만","%","27.1","","","","","","","","","","",
"서비스/판매직","응답자","음성통화/문자 제외","2시간 이상","%","32.1","","","","","","","","","","",
"서비스/판매직","응답자","음성통화/문자 제외","평균","분","109.3","","","","","","","","","","",
"생산직","전체","음성통화 제외","사례수","명","","","","","1491","1312","","","","","",
"생산직","전체","음성통화 제외","1시간 미만","%","","","","","62.6","63.1","","","","","",
"생산직","전체","음성통화 제외","1-2시간 미만","%","","","","","16.6","19","","","","","",
"생산직","전체","음성통화 제외","2-3시간 미만","%","","","","","9.7","8.9","","","","","",
"생산직","전체","음성통화 제외","3-4시간 미만","%","","","","","4.6","4.1","","","","","",
"생산직","전체","음성통화 제외","4시간이상","%","","","","","6.5","4.9","","","","","",
"생산직","전체","음성통화 제외","평균","분","","","","","58.2","54.9","","","","","",
"생산직","응답자","음성통화 제외","사례수","명","","473","557","668","1018","1011","991","1049","1020","893","1083",
"생산직","응답자","음성통화 제외","30분 미만","%","","24.5","22.6","","","","","","","","",
"생산직","응답자","음성통화 제외","1시간 미만","%","","","","42.8","45.3","52.2","51.3","51.1","44.8","41.6","42",
"생산직","응답자","음성통화 제외","30분-1시간 미만","%","","24.1","26.3","","","","","","","","",
"생산직","응답자","음성통화 제외","1-2시간 미만","%","","26.8","40.5","30.8","24.3","24.6","25.9","25.2","26.2","27.4","23.6",
"생산직","응답자","음성통화 제외","2-3시간 미만","%","","11.3","10.6","16.1","14.2","11.5","10.8","11.6","12.8","12.5","11.4",
"생산직","응답자","음성통화 제외","3-4시간 미만","%","","","","5.1","6.7","5.3","7.6","7.4","8.1","8.6","9.7",
"생산직","응답자","음성통화 제외","3시간 이상","%","","13.3","","","","","","","","","",
"생산직","응답자","음성통화 제외","4시간이상","%","","","","5.2","9.6","6.3","4.5","4.6","8.1","10","13.2",
"생산직","응답자","음성통화 제외","평균","분","","76.9","71.1","73.7","85.3","71.2","67","69.6","81.9","85.8","95.7",
"생산직","응답자","음성통화/문자 제외","사례수","명","214","","","","","","","","","","",
"생산직","응답자","음성통화/문자 제외","30분 미만","%","25.2","","","","","","","","","","",
"생산직","응답자","음성통화/문자 제외","30분-1시간 미만","%","27.6","","","","","","","","","","",
"생산직","응답자","음성통화/문자 제외","1-2시간 미만","%","30.5","","","","","","","","","","",
"생산직","응답자","음성통화/문자 제외","2시간 이상","%","16.6","","","","","","","","","","",
"생산직","응답자","음성통화/문자 제외","평균","분","66.1","","","","","","","","","","",
"학생","전체","음성통화 제외","사례수","명","","","","","1066","1011","","","","","",
"학생","전체","음성통화 제외","1시간 미만","%","","","","","27","16.4","","","","","",
"학생","전체","음성통화 제외","1-2시간 미만","%","","","","","23.5","24.3","","","","","",
"학생","전체","음성통화 제외","2-3시간 미만","%","","","","","20.3","18.8","","","","","",
"학생","전체","음성통화 제외","3-4시간 미만","%","","","","","11.9","20.5","","","","","",
"학생","전체","음성통화 제외","4시간이상","%","","","","","17.3","20","","","","","",
"학생","전체","음성통화 제외","평균","분","","","","","126.7","144.7","","","","","",
"학생","응답자","음성통화 제외","사례수","명","","897","847","875","993","967","941","849","750","697","724",
"학생","응답자","음성통화 제외","30분 미만","%","","5.4","3.5","","","","","","","","",
"학생","응답자","음성통화 제외","1시간 미만","%","","","","17.4","21.6","12.6","11.7","13.9","8.9","5.3","6.6",
"학생","응답자","음성통화 제외","30분-1시간 미만","%","","15.3","15.8","","","","","","","","",
"학생","응답자","음성통화 제외","1-2시간 미만","%","","31.5","51.2","27.4","25.3","25.5","32.7","25.1","19.9","16.8","17.1",
"학생","응답자","음성통화 제외","2-3시간 미만","%","","18.4","29.5","21.1","21.8","19.6","24.9","25.8","24.9","19.5","27.7",
"학생","응답자","음성통화 제외","3-4시간 미만","%","","","","10.9","12.8","21.4","12.3","18.5","19.6","17","21.2",
"학생","응답자","음성통화 제외","3시간 이상","%","","29.5","","","","","","","","","",
"학생","응답자","음성통화 제외","4시간이상","%","","","","23.1","18.5","20.9","18.4","16.8","26.8","41.4","27.4",
"학생","응답자","음성통화 제외","평균","분","","140.3","135.5","150.9","135.9","151.3","134.9","140","168.9","191.2","167",
"학생","응답자","음성통화/문자 제외","사례수","명","429","","","","","","","","","","",
"학생","응답자","음성통화/문자 제외","30분 미만","%","10.2","","","","","","","","","","",
"학생","응답자","음성통화/문자 제외","30분-1시간 미만","%","24.3","","","","","","","","","","",
"학생","응답자","음성통화/문자 제외","1-2시간 미만","%","29.1","","","","","","","","","","",
"학생","응답자","음성통화/문자 제외","2시간 이상","%","36.4","","","","","","","","","","",
